Age,Annual Income (LPA),Borrowed Amount (LPA),Credit Score,Loan Tenure (months),Employment Status,Existing Loans,Marital Status,Education Level,Predicted Repayment Probability (%),Loan Eligibility
58,6.35,8.72,664,168,0,3,0,1,9.74,❌ Unlikely to Get Loan
46,5.68,5.13,418,44,1,2,1,1,2.33,❌ Unlikely to Get Loan
58,22.52,31.15,754,189,-1,1,1,1,10.17,❌ Unlikely to Get Loan
48,12.91,16.55,855,101,-1,1,1,2,20.99,❌ Unlikely to Get Loan
42,12.97,8.86,775,168,0,2,1,2,18.61,❌ Unlikely to Get Loan
27,12.79,2.19,533,113,0,2,0,2,10.85,❌ Unlikely to Get Loan
21,12.7,9.35,593,233,0,2,0,2,8.06,❌ Unlikely to Get Loan
61,1.0,1.0,712,111,1,2,1,2,16.28,❌ Unlikely to Get Loan
33,14.99,9.43,763,202,1,0,0,1,19.3,❌ Unlikely to Get Loan
37,32.5,13.36,844,118,0,1,0,2,28.18,❌ Unlikely to Get Loan
61,12.56,9.91,735,147,-1,2,1,2,16.38,❌ Unlikely to Get Loan
41,25.85,30.02,561,221,0,1,1,0,1.45,❌ Unlikely to Get Loan
21,13.16,10.74,670,160,0,0,0,0,14.1,❌ Unlikely to Get Loan
37,14.42,8.2,660,216,1,0,1,2,14.61,❌ Unlikely to Get Loan
40,14.58,4.13,720,178,0,0,0,1,20.12,❌ Unlikely to Get Loan
50,1.0,1.04,769,204,-1,2,1,1,17.28,❌ Unlikely to Get Loan
37,1.0,1.31,548,107,1,3,1,2,7.23,❌ Unlikely to Get Loan
47,10.57,8.53,739,219,0,1,1,1,15.92,❌ Unlikely to Get Loan
47,25.84,7.37,552,77,0,0,1,2,16.12,❌ Unlikely to Get Loan
64,8.3,3.49,710,236,-1,1,1,2,16.11,❌ Unlikely to Get Loan
61,16.16,17.67,856,128,1,2,1,1,19.79,❌ Unlikely to Get Loan
24,4.52,1.31,714,225,0,1,0,1,16.09,❌ Unlikely to Get Loan
61,19.58,15.92,550,96,0,0,1,2,9.34,❌ Unlikely to Get Loan
53,1.0,1.0,787,181,0,3,1,1,17.64,❌ Unlikely to Get Loan
21,20.65,10.68,600,208,0,0,1,1,12.54,❌ Unlikely to Get Loan
31,11.68,4.09,834,124,0,3,0,1,23.11,❌ Unlikely to Get Loan
28,10.5,7.43,627,12,0,1,0,2,14.96,❌ Unlikely to Get Loan
55,17.53,17.89,575,42,0,0,0,2,9.9,❌ Unlikely to Get Loan
50,22.8,14.24,873,141,0,1,0,1,25.25,❌ Unlikely to Get Loan
57,1.0,1.04,697,208,0,2,1,1,13.56,❌ Unlikely to Get Loan
60,17.5,13.39,665,132,0,1,1,0,13.56,❌ Unlikely to Get Loan
44,1.0,1.17,716,23,-1,1,1,1,18.89,❌ Unlikely to Get Loan
23,6.64,1.93,566,14,0,0,0,1,14.01,❌ Unlikely to Get Loan
51,1.0,1.0,722,194,0,2,0,1,15.05,❌ Unlikely to Get Loan
61,9.85,13.05,744,179,0,2,0,1,13.46,❌ Unlikely to Get Loan
58,13.61,18.62,495,167,0,1,1,2,1.06,❌ Unlikely to Get Loan
24,19.68,26.84,808,32,1,1,1,2,17.11,❌ Unlikely to Get Loan
24,14.54,20.09,634,111,1,0,0,2,9.48,❌ Unlikely to Get Loan
28,12.43,16.67,689,72,0,0,1,1,13.77,❌ Unlikely to Get Loan
56,19.43,23.07,654,38,1,2,1,1,9.93,❌ Unlikely to Get Loan
22,22.77,8.58,819,156,0,0,0,1,26.05,❌ Unlikely to Get Loan
23,20.39,16.37,718,168,1,1,1,2,15.5,❌ Unlikely to Get Loan
51,28.67,13.78,705,59,1,0,0,1,21.5,❌ Unlikely to Get Loan
30,7.73,4.48,699,207,1,1,0,2,15.35,❌ Unlikely to Get Loan
46,22.23,29.95,729,142,0,1,1,2,10.49,❌ Unlikely to Get Loan
22,1.0,1.44,781,98,-1,1,1,1,20.64,❌ Unlikely to Get Loan
34,2.03,1.0,776,13,0,0,1,1,23.36,❌ Unlikely to Get Loan
22,11.89,9.18,706,93,0,1,0,1,16.77,❌ Unlikely to Get Loan
38,8.17,4.56,769,102,0,1,0,2,20.92,❌ Unlikely to Get Loan
47,17.64,9.77,731,24,0,1,1,1,20.91,❌ Unlikely to Get Loan
29,15.66,14.24,482,153,0,1,0,1,3.32,❌ Unlikely to Get Loan
52,24.61,18.73,525,101,0,1,1,1,7.21,❌ Unlikely to Get Loan
31,16.34,24.46,796,134,1,0,1,0,15.13,❌ Unlikely to Get Loan
41,15.76,17.15,709,24,0,2,1,1,14.68,❌ Unlikely to Get Loan
53,2.91,4.27,679,225,0,0,1,2,13.47,❌ Unlikely to Get Loan
53,9.97,2.58,624,234,0,1,1,2,12.86,❌ Unlikely to Get Loan
64,19.42,17.52,776,157,-1,2,1,2,16.79,❌ Unlikely to Get Loan
38,35.5,40.0,665,188,1,3,1,1,3.9,❌ Unlikely to Get Loan
44,5.27,2.97,472,13,0,2,1,2,6.79,❌ Unlikely to Get Loan
32,21.42,17.77,486,16,0,0,1,1,7.23,❌ Unlikely to Get Loan
35,12.13,13.82,723,39,0,0,1,1,17.35,❌ Unlikely to Get Loan
41,12.95,15.36,611,184,0,1,1,1,7.69,❌ Unlikely to Get Loan
26,5.44,7.1,579,74,0,1,0,1,9.68,❌ Unlikely to Get Loan
58,8.18,9.34,689,132,0,1,1,1,13.83,❌ Unlikely to Get Loan
27,11.27,16.58,738,100,0,2,0,2,13.68,❌ Unlikely to Get Loan
38,19.07,21.73,821,184,0,0,1,1,17.95,❌ Unlikely to Get Loan
42,24.07,4.37,701,107,0,0,1,1,23.61,❌ Unlikely to Get Loan
52,8.14,9.09,771,163,1,1,1,1,17.38,❌ Unlikely to Get Loan
57,7.58,4.67,553,32,0,1,0,1,11.0,❌ Unlikely to Get Loan
27,18.02,14.49,825,218,0,0,0,1,20.69,❌ Unlikely to Get Loan
40,10.02,7.12,488,87,1,1,1,1,6.41,❌ Unlikely to Get Loan
33,20.56,18.53,738,43,0,1,0,2,17.8,❌ Unlikely to Get Loan
56,17.09,23.0,632,30,0,0,1,0,9.9,❌ Unlikely to Get Loan
49,7.27,2.52,673,119,0,0,1,0,17.04,❌ Unlikely to Get Loan
63,19.39,23.32,653,23,0,2,1,1,10.06,❌ Unlikely to Get Loan
64,15.99,23.08,657,222,0,0,0,1,7.31,❌ Unlikely to Get Loan
41,10.19,10.73,670,41,-1,2,1,1,13.77,❌ Unlikely to Get Loan
22,15.72,17.84,866,45,-1,0,0,1,23.6,❌ Unlikely to Get Loan
64,4.08,2.6,809,30,1,3,1,1,21.7,❌ Unlikely to Get Loan
49,8.76,7.12,760,148,1,0,1,2,19.43,❌ Unlikely to Get Loan
39,18.3,20.71,668,217,0,0,1,2,10.21,❌ Unlikely to Get Loan
54,9.84,8.38,730,73,0,0,1,1,18.91,❌ Unlikely to Get Loan
28,15.61,2.24,631,53,1,3,0,1,16.55,❌ Unlikely to Get Loan
52,1.0,1.0,734,190,0,0,0,2,17.76,❌ Unlikely to Get Loan
33,11.51,16.53,690,145,1,0,1,1,12.15,❌ Unlikely to Get Loan
38,13.95,15.25,749,130,-1,1,1,1,15.99,❌ Unlikely to Get Loan
24,7.03,9.49,653,26,0,2,0,1,12.69,❌ Unlikely to Get Loan
38,12.9,5.11,798,50,0,2,1,1,23.55,❌ Unlikely to Get Loan
34,13.79,11.29,705,79,-1,1,0,1,16.61,❌ Unlikely to Get Loan
28,3.79,2.68,680,44,1,1,1,1,16.84,❌ Unlikely to Get Loan
39,1.0,1.0,776,193,1,2,1,1,17.76,❌ Unlikely to Get Loan
44,4.73,1.43,861,147,1,1,1,0,24.55,❌ Unlikely to Get Loan
36,1.0,1.0,701,176,1,1,0,1,15.24,❌ Unlikely to Get Loan
57,17.81,19.11,681,141,-1,1,0,1,11.73,❌ Unlikely to Get Loan
21,21.06,17.64,741,134,0,0,1,1,17.63,❌ Unlikely to Get Loan
65,2.61,1.0,653,169,1,2,1,1,12.59,❌ Unlikely to Get Loan
35,3.5,2.99,590,159,1,0,0,2,11.05,❌ Unlikely to Get Loan
29,9.0,10.16,633,234,1,2,0,0,7.87,❌ Unlikely to Get Loan
62,6.66,6.86,828,112,1,2,1,1,20.81,❌ Unlikely to Get Loan
38,5.99,7.2,650,211,0,0,0,1,11.66,❌ Unlikely to Get Loan
24,1.0,1.0,724,193,-1,0,0,1,17.12,❌ Unlikely to Get Loan
62,11.56,13.8,533,207,1,2,1,2,2.89,❌ Unlikely to Get Loan
25,4.64,4.36,588,189,0,1,0,0,8.84,❌ Unlikely to Get Loan
27,1.0,1.13,805,187,0,1,1,1,20.25,❌ Unlikely to Get Loan
22,8.08,5.97,744,100,0,1,1,1,18.86,❌ Unlikely to Get Loan
23,13.06,4.86,713,58,-1,0,0,1,21.25,❌ Unlikely to Get Loan
21,10.2,15.17,570,46,0,2,1,1,6.54,❌ Unlikely to Get Loan
38,16.02,19.78,717,103,1,2,0,2,12.52,❌ Unlikely to Get Loan
27,27.52,32.13,711,218,0,1,0,2,8.89,❌ Unlikely to Get Loan
26,11.6,16.09,703,204,0,1,0,1,11.06,❌ Unlikely to Get Loan
54,23.22,34.0,622,182,0,1,1,1,2.55,❌ Unlikely to Get Loan
56,1.0,1.0,772,171,0,1,1,1,18.9,❌ Unlikely to Get Loan
63,1.0,1.0,621,96,1,2,1,1,11.83,❌ Unlikely to Get Loan
25,5.21,5.61,674,195,1,0,0,1,13.64,❌ Unlikely to Get Loan
61,8.73,11.42,494,29,-1,2,1,1,4.4,❌ Unlikely to Get Loan
41,2.38,2.54,694,39,1,1,1,1,17.18,❌ Unlikely to Get Loan
43,16.93,14.86,583,105,-1,1,1,2,9.63,❌ Unlikely to Get Loan
55,7.03,6.08,718,157,0,1,1,1,16.02,❌ Unlikely to Get Loan
21,10.59,3.13,704,211,1,4,0,0,13.99,❌ Unlikely to Get Loan
63,11.69,4.66,700,167,0,2,1,2,16.49,❌ Unlikely to Get Loan
55,21.72,7.29,582,228,0,1,0,0,12.03,❌ Unlikely to Get Loan
39,7.07,4.74,552,13,0,0,0,1,12.06,❌ Unlikely to Get Loan
50,8.04,6.76,693,51,0,1,0,1,16.73,❌ Unlikely to Get Loan
62,21.82,17.5,527,50,1,0,1,2,8.97,❌ Unlikely to Get Loan
26,23.76,11.83,823,123,0,0,1,2,25.85,❌ Unlikely to Get Loan
62,23.72,8.79,728,235,0,2,0,0,18.14,❌ Unlikely to Get Loan
51,23.32,21.87,784,49,-1,2,1,1,18.18,❌ Unlikely to Get Loan
64,1.0,1.0,795,183,0,1,0,2,19.97,❌ Unlikely to Get Loan
34,4.14,1.0,732,60,0,2,0,1,19.14,❌ Unlikely to Get Loan
36,28.4,26.56,692,115,-1,0,0,2,13.84,❌ Unlikely to Get Loan
49,16.53,19.94,688,129,0,1,1,1,11.47,❌ Unlikely to Get Loan
59,26.1,4.67,827,106,1,0,1,2,30.52,❌ Unlikely to Get Loan
62,19.2,10.89,644,54,1,2,0,1,14.96,❌ Unlikely to Get Loan
60,16.17,6.01,685,91,0,3,1,1,16.88,❌ Unlikely to Get Loan
39,16.45,17.67,603,132,-1,1,0,0,8.11,❌ Unlikely to Get Loan
41,10.78,14.38,638,12,1,1,1,1,11.93,❌ Unlikely to Get Loan
53,12.32,4.35,655,216,0,0,1,2,15.56,❌ Unlikely to Get Loan
50,2.99,4.18,682,177,0,1,1,2,13.68,❌ Unlikely to Get Loan
34,7.59,3.75,685,238,0,0,1,0,14.96,❌ Unlikely to Get Loan
51,8.51,3.13,709,142,0,0,0,1,18.68,❌ Unlikely to Get Loan
46,14.99,21.97,729,190,0,0,1,2,11.99,❌ Unlikely to Get Loan
38,17.81,21.18,714,46,0,2,0,2,13.41,❌ Unlikely to Get Loan
24,19.55,11.69,849,209,0,0,0,0,23.72,❌ Unlikely to Get Loan
56,27.25,24.53,694,45,-1,1,1,2,14.93,❌ Unlikely to Get Loan
33,19.57,16.89,705,167,0,1,0,1,14.11,❌ Unlikely to Get Loan
57,18.33,5.34,767,161,0,1,1,1,22.52,❌ Unlikely to Get Loan
30,1.37,1.94,583,148,0,1,0,0,9.43,❌ Unlikely to Get Loan
57,1.0,1.0,677,115,0,3,1,2,13.63,❌ Unlikely to Get Loan
50,14.9,16.82,736,222,0,2,1,1,12.18,❌ Unlikely to Get Loan
61,9.57,11.63,744,143,0,1,1,1,15.69,❌ Unlikely to Get Loan
24,13.17,11.79,656,56,1,0,0,2,15.2,❌ Unlikely to Get Loan
30,3.24,1.86,725,185,0,2,0,2,15.97,❌ Unlikely to Get Loan
62,12.07,10.34,564,176,1,0,0,1,8.43,❌ Unlikely to Get Loan
64,8.04,11.82,806,123,1,1,1,1,18.46,❌ Unlikely to Get Loan
60,15.69,19.21,748,234,1,0,1,0,13.17,❌ Unlikely to Get Loan
60,16.81,25.2,698,237,1,1,0,1,7.33,❌ Unlikely to Get Loan
48,14.57,4.31,726,141,0,0,0,1,21.0,❌ Unlikely to Get Loan
22,3.0,1.0,630,171,0,1,0,1,12.58,❌ Unlikely to Get Loan
47,10.9,11.88,831,17,0,2,1,2,22.01,❌ Unlikely to Get Loan
49,25.53,26.3,874,92,0,0,0,1,22.14,❌ Unlikely to Get Loan
26,7.94,4.33,542,46,0,2,0,2,9.87,❌ Unlikely to Get Loan
43,6.61,4.69,764,55,1,2,1,1,19.8,❌ Unlikely to Get Loan
32,18.19,6.45,773,130,0,1,1,1,22.87,❌ Unlikely to Get Loan
61,7.52,4.7,746,143,0,0,1,1,19.41,❌ Unlikely to Get Loan
28,4.81,6.74,608,111,0,1,0,1,10.39,❌ Unlikely to Get Loan
30,6.49,3.95,644,173,1,1,0,0,12.66,❌ Unlikely to Get Loan
37,19.76,7.7,477,142,0,1,0,1,7.84,❌ Unlikely to Get Loan
21,10.47,4.92,588,135,0,3,0,1,9.93,❌ Unlikely to Get Loan
23,18.48,14.87,886,22,0,0,0,1,27.34,❌ Unlikely to Get Loan
64,21.46,16.42,557,60,0,0,1,0,10.3,❌ Unlikely to Get Loan
48,8.53,1.99,824,149,1,2,1,1,22.98,❌ Unlikely to Get Loan
62,10.73,2.72,743,211,0,1,1,1,19.13,❌ Unlikely to Get Loan
56,10.12,4.4,666,188,0,1,1,1,14.73,❌ Unlikely to Get Loan
46,5.62,6.32,690,42,0,0,1,1,17.12,❌ Unlikely to Get Loan
45,20.02,14.63,813,50,0,1,1,2,23.13,❌ Unlikely to Get Loan
54,8.62,2.31,580,135,0,1,1,1,11.98,❌ Unlikely to Get Loan
23,3.7,3.9,657,220,1,1,0,0,11.54,❌ Unlikely to Get Loan
48,25.67,3.03,769,25,0,1,1,1,28.77,❌ Unlikely to Get Loan
49,10.18,9.51,649,191,1,1,1,1,11.3,❌ Unlikely to Get Loan
33,11.5,6.72,868,208,0,1,0,1,23.7,❌ Unlikely to Get Loan
62,7.4,1.24,753,155,1,2,0,1,19.25,❌ Unlikely to Get Loan
59,2.8,1.0,615,135,0,2,0,1,11.43,❌ Unlikely to Get Loan
40,1.0,1.15,755,62,0,0,1,2,21.19,❌ Unlikely to Get Loan
42,18.92,8.42,669,123,1,2,0,2,16.3,❌ Unlikely to Get Loan
33,7.48,3.6,564,164,0,1,0,1,9.64,❌ Unlikely to Get Loan
28,1.0,1.0,824,20,0,0,0,1,25.23,❌ Unlikely to Get Loan
62,5.46,1.74,544,198,0,2,0,1,7.26,❌ Unlikely to Get Loan
39,9.72,14.16,805,137,0,4,0,0,14.68,❌ Unlikely to Get Loan
25,6.06,3.83,668,195,0,0,0,1,14.56,❌ Unlikely to Get Loan
25,15.98,11.58,862,163,0,2,0,2,22.68,❌ Unlikely to Get Loan
54,8.63,1.74,738,38,1,0,1,2,22.97,❌ Unlikely to Get Loan
54,18.86,16.61,743,233,1,2,1,1,13.68,❌ Unlikely to Get Loan
31,18.92,23.03,702,62,0,0,1,2,13.87,❌ Unlikely to Get Loan
58,3.97,2.74,645,80,1,1,1,1,14.39,❌ Unlikely to Get Loan
27,6.16,2.05,766,41,0,2,0,1,21.36,❌ Unlikely to Get Loan
36,20.45,2.77,673,195,0,2,0,2,18.52,❌ Unlikely to Get Loan
38,14.28,8.37,653,101,0,1,1,1,15.2,❌ Unlikely to Get Loan
26,17.57,22.94,661,124,1,1,0,2,9.27,❌ Unlikely to Get Loan
21,17.59,4.25,687,169,1,1,1,2,18.95,❌ Unlikely to Get Loan
43,6.56,9.44,791,148,0,0,1,1,18.95,❌ Unlikely to Get Loan
58,31.97,40.0,627,145,0,2,0,2,2.73,❌ Unlikely to Get Loan
28,19.88,3.14,597,65,0,1,0,1,17.52,❌ Unlikely to Get Loan
32,8.61,1.85,728,70,0,2,1,1,19.89,❌ Unlikely to Get Loan
25,20.28,14.66,694,237,-1,0,0,1,14.59,❌ Unlikely to Get Loan
63,11.09,2.35,698,65,1,1,1,1,19.86,❌ Unlikely to Get Loan
47,12.97,18.61,796,19,0,2,1,2,17.63,❌ Unlikely to Get Loan
65,7.04,1.0,661,138,0,0,0,2,17.11,❌ Unlikely to Get Loan
41,4.9,6.95,753,159,1,1,1,1,16.56,❌ Unlikely to Get Loan
63,18.19,18.3,849,28,1,2,0,1,21.63,❌ Unlikely to Get Loan
57,6.42,5.55,714,28,-1,2,0,1,17.38,❌ Unlikely to Get Loan
33,5.79,5.88,707,154,0,0,1,2,16.4,❌ Unlikely to Get Loan
39,9.45,2.63,572,44,0,1,1,1,13.44,❌ Unlikely to Get Loan
33,3.38,3.89,819,55,1,3,1,1,20.95,❌ Unlikely to Get Loan
42,12.41,5.79,634,226,0,1,0,1,12.51,❌ Unlikely to Get Loan
52,7.86,9.34,756,176,0,0,1,1,17.15,❌ Unlikely to Get Loan
23,19.99,25.13,814,53,0,0,1,1,18.72,❌ Unlikely to Get Loan
29,20.23,14.34,853,199,1,0,0,2,23.4,❌ Unlikely to Get Loan
58,11.88,8.77,473,73,1,2,1,2,5.0,❌ Unlikely to Get Loan
43,5.31,2.13,689,120,0,0,1,2,17.8,❌ Unlikely to Get Loan
46,10.37,9.52,844,16,1,1,1,2,24.51,❌ Unlikely to Get Loan
27,9.05,1.96,744,37,-1,0,0,1,23.24,❌ Unlikely to Get Loan
30,24.65,12.54,657,216,0,0,0,2,15.79,❌ Unlikely to Get Loan
25,9.33,3.11,654,128,0,2,0,2,14.95,❌ Unlikely to Get Loan
36,13.82,18.54,665,227,1,0,1,1,9.17,❌ Unlikely to Get Loan
29,17.17,18.58,850,192,1,1,0,1,19.14,❌ Unlikely to Get Loan
45,23.62,27.23,513,139,0,2,1,2,0.73,❌ Unlikely to Get Loan
59,9.18,11.08,664,86,0,0,0,1,13.8,❌ Unlikely to Get Loan
58,1.0,1.0,734,236,0,1,0,1,15.76,❌ Unlikely to Get Loan
35,12.98,17.17,657,22,1,1,0,0,11.8,❌ Unlikely to Get Loan
52,21.07,21.29,842,78,0,1,0,2,21.07,❌ Unlikely to Get Loan
55,15.07,5.71,630,86,0,0,1,1,16.78,❌ Unlikely to Get Loan
44,7.61,10.73,748,198,1,0,0,2,15.72,❌ Unlikely to Get Loan
56,9.3,6.63,679,35,0,1,0,2,17.02,❌ Unlikely to Get Loan
60,5.14,3.1,625,98,0,0,1,1,14.24,❌ Unlikely to Get Loan
61,10.17,5.06,646,151,0,0,0,2,15.19,❌ Unlikely to Get Loan
46,5.04,5.03,763,188,1,1,1,1,17.49,❌ Unlikely to Get Loan
57,15.12,11.05,719,221,0,3,0,2,13.5,❌ Unlikely to Get Loan
61,16.0,5.48,601,223,0,1,1,1,12.29,❌ Unlikely to Get Loan
43,12.68,14.93,867,28,-1,2,0,1,22.49,❌ Unlikely to Get Loan
39,19.01,6.11,729,212,0,1,0,1,19.54,❌ Unlikely to Get Loan
31,21.82,14.17,566,30,0,1,1,1,11.92,❌ Unlikely to Get Loan
38,23.53,21.03,578,154,0,0,1,1,8.31,❌ Unlikely to Get Loan
48,13.03,2.16,639,21,0,0,0,1,19.46,❌ Unlikely to Get Loan
35,7.65,8.28,897,57,0,3,1,1,24.11,❌ Unlikely to Get Loan
62,1.0,1.0,665,122,1,2,0,2,13.7,❌ Unlikely to Get Loan
60,8.36,1.22,691,41,0,2,1,1,18.75,❌ Unlikely to Get Loan
52,1.8,1.28,667,21,1,3,0,1,14.7,❌ Unlikely to Get Loan
35,12.22,9.24,568,173,0,2,1,1,7.62,❌ Unlikely to Get Loan
63,18.5,10.22,554,45,0,2,1,0,10.65,❌ Unlikely to Get Loan
57,17.94,11.94,589,238,0,1,1,1,8.91,❌ Unlikely to Get Loan
23,18.61,4.02,708,203,1,1,1,1,19.59,❌ Unlikely to Get Loan
60,1.0,1.0,654,56,1,2,1,2,14.43,❌ Unlikely to Get Loan
32,1.0,1.15,666,87,0,1,0,1,15.16,❌ Unlikely to Get Loan
36,22.28,8.78,760,161,-1,1,1,2,22.15,❌ Unlikely to Get Loan
25,1.0,1.0,805,106,0,1,1,0,21.61,❌ Unlikely to Get Loan
25,17.58,2.64,580,39,1,2,0,1,15.67,❌ Unlikely to Get Loan
64,10.48,7.94,585,54,1,6,0,2,7.12,❌ Unlikely to Get Loan
45,9.32,9.95,578,239,1,2,1,1,5.49,❌ Unlikely to Get Loan
31,13.57,14.98,545,155,0,0,0,2,6.47,❌ Unlikely to Get Loan
60,26.48,3.87,751,193,0,2,0,0,23.4,❌ Unlikely to Get Loan
30,5.65,8.23,639,58,0,1,0,1,12.46,❌ Unlikely to Get Loan
57,8.79,12.99,582,13,1,1,0,2,9.28,❌ Unlikely to Get Loan
28,20.99,26.4,655,136,-1,0,0,0,8.79,❌ Unlikely to Get Loan
40,4.97,5.28,661,26,-1,2,1,2,14.74,❌ Unlikely to Get Loan
57,18.78,11.55,764,84,0,1,1,2,21.13,❌ Unlikely to Get Loan
55,11.64,7.53,753,196,0,0,1,1,18.78,❌ Unlikely to Get Loan
49,1.0,1.37,600,79,0,1,0,1,11.89,❌ Unlikely to Get Loan
53,12.92,6.28,699,85,-1,2,0,1,17.41,❌ Unlikely to Get Loan
47,12.71,16.85,626,110,1,1,0,2,9.1,❌ Unlikely to Get Loan
27,13.72,4.26,644,33,0,0,1,1,18.79,❌ Unlikely to Get Loan
43,17.54,9.75,484,126,0,1,1,1,6.77,❌ Unlikely to Get Loan
47,16.75,11.6,553,239,0,1,1,0,6.68,❌ Unlikely to Get Loan
25,12.04,11.64,556,78,-1,0,0,0,9.21,❌ Unlikely to Get Loan
62,21.15,24.15,662,231,0,0,0,1,8.6,❌ Unlikely to Get Loan
31,9.02,2.64,663,64,-1,2,1,1,16.59,❌ Unlikely to Get Loan
29,14.32,9.45,735,211,1,2,1,1,15.75,❌ Unlikely to Get Loan
65,5.01,3.11,732,134,0,4,1,1,15.16,❌ Unlikely to Get Loan
21,1.0,1.0,721,164,0,1,0,2,16.77,❌ Unlikely to Get Loan
64,5.74,4.2,832,68,0,0,1,1,24.71,❌ Unlikely to Get Loan
49,12.8,14.37,590,152,-1,1,1,1,7.72,❌ Unlikely to Get Loan
25,1.0,1.0,633,49,1,2,1,1,13.4,❌ Unlikely to Get Loan
36,4.87,3.93,826,89,0,2,0,1,22.06,❌ Unlikely to Get Loan
34,25.79,21.28,664,125,0,1,1,2,13.06,❌ Unlikely to Get Loan
60,9.72,10.66,697,188,1,0,1,2,14.12,❌ Unlikely to Get Loan
37,15.63,13.72,713,204,-1,1,1,1,14.15,❌ Unlikely to Get Loan
29,5.07,5.54,552,27,1,1,0,2,10.01,❌ Unlikely to Get Loan
52,1.0,1.0,621,75,1,0,1,2,14.29,❌ Unlikely to Get Loan
53,3.87,4.14,614,92,-1,1,1,1,12.04,❌ Unlikely to Get Loan
62,20.5,26.4,836,36,0,0,1,1,19.58,❌ Unlikely to Get Loan
27,9.67,2.03,568,195,0,1,0,1,10.78,❌ Unlikely to Get Loan
59,12.98,14.97,593,218,-1,2,1,1,5.47,❌ Unlikely to Get Loan
41,6.31,7.82,709,187,0,0,1,1,14.87,❌ Unlikely to Get Loan
35,17.95,20.58,582,86,0,2,0,0,6.04,❌ Unlikely to Get Loan
54,23.25,9.83,690,152,0,0,1,0,19.03,❌ Unlikely to Get Loan
24,29.98,7.91,791,189,0,3,0,0,23.83,❌ Unlikely to Get Loan
32,17.21,23.8,684,14,0,2,1,1,10.88,❌ Unlikely to Get Loan
54,4.26,2.46,702,167,0,3,0,1,14.02,❌ Unlikely to Get Loan
44,1.0,1.0,700,176,1,2,1,2,14.52,❌ Unlikely to Get Loan
41,22.56,23.61,587,229,1,0,1,1,5.7,❌ Unlikely to Get Loan
58,1.0,1.32,659,199,0,1,1,1,12.62,❌ Unlikely to Get Loan
63,11.42,16.9,673,105,0,0,1,1,11.83,❌ Unlikely to Get Loan
61,20.13,17.31,730,182,0,0,0,1,15.89,❌ Unlikely to Get Loan
48,25.46,33.88,495,218,0,2,0,1,-4.54,❌ Unlikely to Get Loan
23,4.81,3.74,847,162,0,1,1,1,22.8,❌ Unlikely to Get Loan
21,13.27,11.38,789,209,0,0,0,1,19.02,❌ Unlikely to Get Loan
60,11.02,9.85,737,234,0,1,1,1,15.01,❌ Unlikely to Get Loan
31,6.18,8.18,684,139,0,1,0,2,13.59,❌ Unlikely to Get Loan
40,21.95,9.59,546,112,0,0,1,1,12.58,❌ Unlikely to Get Loan
26,16.56,18.97,689,124,0,0,0,1,13.02,❌ Unlikely to Get Loan
63,2.47,1.42,739,161,1,1,1,0,17.45,❌ Unlikely to Get Loan
59,10.41,2.47,567,191,1,0,1,2,11.88,❌ Unlikely to Get Loan
61,8.97,13.16,777,221,0,1,1,1,14.92,❌ Unlikely to Get Loan
56,15.48,21.61,522,209,0,0,0,1,1.43,❌ Unlikely to Get Loan
44,27.26,22.08,880,14,0,0,0,1,26.55,❌ Unlikely to Get Loan
50,14.68,4.63,705,122,1,0,1,2,20.39,❌ Unlikely to Get Loan
63,9.76,12.78,688,56,1,2,1,2,13.28,❌ Unlikely to Get Loan
62,11.22,7.44,746,23,1,0,0,1,21.43,❌ Unlikely to Get Loan
21,15.22,12.45,573,195,0,0,0,2,8.93,❌ Unlikely to Get Loan
46,1.0,1.49,837,62,0,0,0,1,24.81,❌ Unlikely to Get Loan
30,20.9,15.72,774,175,1,0,1,1,19.31,❌ Unlikely to Get Loan
40,13.34,4.09,830,116,1,1,1,1,25.4,❌ Unlikely to Get Loan
37,11.01,11.35,693,174,1,0,1,1,14.12,❌ Unlikely to Get Loan
36,8.73,7.61,538,93,1,0,1,1,9.02,❌ Unlikely to Get Loan
52,11.46,4.05,561,216,1,0,1,1,10.49,❌ Unlikely to Get Loan
29,4.37,1.59,803,66,1,1,0,1,23.2,❌ Unlikely to Get Loan
51,1.0,1.39,684,96,0,2,1,1,14.85,❌ Unlikely to Get Loan
47,16.25,2.53,776,193,1,0,1,1,23.93,❌ Unlikely to Get Loan
42,6.03,5.86,842,52,0,0,1,1,24.84,❌ Unlikely to Get Loan
41,13.8,16.65,801,150,1,0,1,1,18.24,❌ Unlikely to Get Loan
57,10.42,6.49,778,172,0,2,0,1,18.69,❌ Unlikely to Get Loan
62,22.34,6.54,644,184,-1,2,1,0,15.67,❌ Unlikely to Get Loan
62,15.8,21.94,900,38,0,2,1,2,21.71,❌ Unlikely to Get Loan
45,20.82,9.68,605,222,0,0,1,1,13.01,❌ Unlikely to Get Loan
23,18.08,6.38,781,86,0,1,1,1,24.11,❌ Unlikely to Get Loan
23,26.09,4.92,733,196,0,2,0,1,22.12,❌ Unlikely to Get Loan
24,1.0,1.35,755,44,0,0,0,1,21.2,❌ Unlikely to Get Loan
65,23.73,20.29,568,196,0,0,1,0,7.17,❌ Unlikely to Get Loan
62,5.68,3.66,888,210,-1,0,1,1,25.15,❌ Unlikely to Get Loan
